id,Song,Artist,Song_ASCII,Artist_ASCII,Cover Artist,Date,Album,Album_ID,Image,File_IN,Hash_IN,Flags,Key,Tempo (1/4 beat),Version
939,Thriller - Encore,Michael Jackson,Thriller - Encore,Michael Jackson,Neuro,2024-10-30,Halloween Karaoke 2024,19,Halloween,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/152. Michael Jackson - Thriller (Neuro.v3).mp3,35d7b24e3bbae495,v3;neuro;duplicate;encore;,,,
940,EVIL,Melanie Martinez,EVIL,Melanie Martinez,Evil & Camila,2024-10-31,Official Covers,5,Evil,songs/officially released songs/Camila & Evil - EVIL/01-01 evil.mp3,0c2c1878c9efcd2b,v3;evil;collab;official;,,,1
941,Sins of The Father,"Akihiro Honda, Donna Burke",Sins of The Father,"Akihiro Honda, Donna Burke",Evil,2024-11-13,Evil 2024-11-13 Karaoke,1,,"songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/170. Akihiro Honda, Donna Burke - Sins of The Father (Evil.v1).mp3",d1af1dd0f47f2572,v3;evil;,,,1
942,This Fffire,Franz Ferdinand,This Fffire,Franz Ferdinand,Evil,2024-11-13,Evil 2024-11-13 Karaoke,2,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/171. Franz Ferdinand - This Fffire (Evil.v1).mp3,9577069b1209d19d,v3;evil;,,,1
943,LEO,Eve,LEO,Eve,Evil,2024-11-13,Evil 2024-11-13 Karaoke,3,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/172. Eve - LEO (Evil.v1).mp3,3216b3fcd04cf8d8,v3;evil;,,,1
944,Best of You,Foo Fighters,Best of You,Foo Fighters,Evil,2024-11-13,Evil 2024-11-13 Karaoke,4,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/173. Foo Fighters - Best of You (Evil.v1).mp3,814913326d2604ec,v3;evil;,,,1
945,Immortals,Fall Out Boy,Immortals,Fall Out Boy,Evil,2024-11-13,Evil 2024-11-13 Karaoke,5,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/174. Fall Out Boy - Immortals (Evil.v1).mp3,79b8e5d509a7f9e0,v3;evil;,,,1
946,Running in the 90's,Max Coveri,Running in the 90's,Max Coveri,Evil,2024-11-13,Evil 2024-11-13 Karaoke,6,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/175. Max Coveri - Running in the 90's (Evil.v1).mp3,64e322ea5f4e55c2,v3;evil;,,,1
947,ゴーストルール (Ghost Rule),DECO*27,Ghost Rule,DECO 27,Evil,2024-11-13,Evil 2024-11-13 Karaoke,7,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/176. DECO_27 - ゴーストルール (Ghost Rule) (Evil.v1).mp3,530daf9c19d66e8d,v3;evil;,,,1
948,Machine Gun,KIRA,Machine Gun,KIRA,Evil,2024-11-13,Evil 2024-11-13 Karaoke,8,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/177. KIRA - Machine Gun (Evil.v1).mp3,ac669bc49907e127,v3;evil;,,,1
949,ブラックゴールド (Black Gold),otetsu,Black Gold,otetsu,Evil,2024-11-13,Evil 2024-11-13 Karaoke,9,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/178. otetsu - ブラックゴールド (Black Gold) (Evil.v1).mp3,896ab4d861331b43,v3;evil;,,,1
950,Dubidubidu,Christell,Dubidubidu,Christell,Evil,2024-11-13,Evil 2024-11-13 Karaoke,10,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/179. Christell - Dubidubidu (Evil.v1).mp3,14547c45bb108228,v3;evil;,,,1
951,Paranoid Android,Radiohead,Paranoid Android,Radiohead,Evil,2024-11-13,Evil 2024-11-13 Karaoke,11,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/180. Radiohead - Paranoid Android (Evil.v1).mp3,71fffdd1c9f169f8,v3;evil;,,,1
952,ERROR,The Warning,ERROR,The Warning,Evil,2024-11-13,Evil 2024-11-13 Karaoke,12,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/181. The Warning - ERROR (Evil.v1).mp3,3442791699ed582a,v3;evil;,,,1
953,コネクト (Connect),ClariS,Connect,ClariS,Neuro & Evil,2024-11-13,Evil 2024-11-13 Karaoke,13,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/182. ClariS - コネクト (Connect) (Duet.v1) (Neuro & Evil).mp3,e17511687789d644,v3;evil;duet;,,,1
954,Psycho Killer,Talking Heads,Psycho Killer,Talking Heads,Evil,2024-11-13,Evil 2024-11-13 Karaoke,14,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/183. Talking Heads - Psycho Killer (Evil.v1).mp3,6b984f5e50f4630d,v3;evil;,,,1
955,Sinners,Barns Courtney,Sinners,Barns Courtney,Evil,2024-11-13,Evil 2024-11-13 Karaoke,15,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/184. Barns Courtney - Sinners (Evil.v1).mp3,ecdee0e1157ae4c9,v3;evil;,,,1
956,PSYCHO,Hakos Baelz,PSYCHO,Hakos Baelz,Evil,2024-11-13,Evil 2024-11-13 Karaoke,16,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/185. Hakos Baelz - PSYCHO (Evil.v1).mp3,0a381b2b5c9829ef,v3;evil;,,,1
957,How to Save A Life,The Fray,How to Save A Life,The Fray,Evil,2024-11-13,Evil 2024-11-13 Karaoke,17,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/186. The Fray - How to Save A Life (Evil.v1).mp3,7f5ac1a9ebbfd813,v3;evil;,,,1
958,The Emptiness Machine,Linkin Park,The Emptiness Machine,Linkin Park,Neuro & Evil,2024-11-13,Evil 2024-11-13 Karaoke,18,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/187. Linkin Park - The Emptiness Machine (Duet.v1) (Neuro & Evil).mp3,17c984088a689ea9,v3;evil;duet;,,,1
959,Sins of The Father - Encore,"Akihiro Honda, Donna Burke",Sins of The Father - Encore,Donna Burke,Evil,2024-11-13,Evil 2024-11-13 Karaoke,19,,"songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/170. Akihiro Honda, Donna Burke - Sins of The Father (Evil.v1).mp3",d1af1dd0f47f2572,v3;evil;duplicate;encore;,,,
960,My Immortal,Evanescence,My Immortal,Evanescence,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,1,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/188. Evanescence - My Immortal (Neuro.v3).mp3,e263b4e1704b5ba2,v3;neuro;,,,3
961,しかばねの踊り (Dance of the Corpses),Kikuo,Dance of the Corpses,Kikuo,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,2,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/189. Kikuo - しかばねの踊り (Dance of the Corpses) (Neuro.v3).mp3,60be5835baf0ef9c,v3;neuro;,,,3
962,I Will Survive,Gloria Gaynor,I Will Survive,Gloria Gaynor,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,3,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/190. Gloria Gaynor - I Will Survive (Neuro.v3).mp3,81f042b9ec93c657,v3;neuro;,,,3
963,Let Her Go,Passenger,Let Her Go,Passenger,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,4,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/191. Passenger - Let Her Go (Neuro.v3).mp3,7c333bfcba80ec30,v3;neuro;,,,3
964,Whisper Whisper Whisper,Azari,Whisper Whisper Whisper,Azari,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,5,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/192. Azari - Whisper Whisper Whisper (Neuro.v3).mp3,131e98a0cdb5743d,v3;neuro;,,,3
965,Jar of Hearts,Christina Perri,Jar of Hearts,Christina Perri,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,6,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/193. Christina Perri - Jar of Hearts (Neuro.v3).mp3,be5c9cc6dcc8b55d,v3;neuro;,,,3
966,Let's Go,Stuck in the Sound,Let's Go,Stuck in the Sound,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,7,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/194. Stuck in the Sound - Let's Go (Neuro.v3).mp3,647fb6bd8790dcd2,v3;neuro;,,,3
967,ULTRA C,Giga,ULTRA C,Giga,Neuro & Evil,2024-11-27,Neuro 2024-11-27 Karaoke,8,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/195. Giga - ULTRA C (Duet.v1) (Neuro & Evil).mp3,699d66bd33c434c2,v3;neuro;duet;,,,1
968,Livin' on a Prayer,Bon Jovi,Livin' on a Prayer,Bon Jovi,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,9,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/196. Bon Jovi - Livin' on a Prayer (Neuro.v3).mp3,03509eaf9715c829,v3;neuro;,,,3
969,Twilight,bôa,Twilight,boa,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,10,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/197. bôa - Twilight (Neuro.v3).mp3,558a82566163f2ae,v3;neuro;,,,3
970,Sing My Pleasure,Satoru Kosaki,Sing My Pleasure,Satoru Kosaki,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,11,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/198. Satoru Kosaki - Sing My Pleasure (Neuro.v3).mp3,c8a1246440d8b3f7,v3;neuro;,,,3
971,Counting Stars,OneRepublic,Counting Stars,OneRepublic,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,12,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/199. OneRepublic - Counting Stars (Neuro.v3).mp3,d11f9e2fd0b08c77,v3;neuro;,,,3
972,Subways of Your Mind,FEX,Subways of Your Mind,FEX,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,13,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/200. FEX - Subways of Your Mind (Neuro.v3).mp3,33bb78094ff3f993,v3;neuro;,,,3
973,Stay Alive,Rie Takahashi,Stay Alive,Rie Takahashi,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,14,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/201. Rie Takahashi - Stay Alive (Neuro.v3).mp3,9f447115f5913cd4,v3;neuro;,,,3
974,The Duck Song,Bryant Oden,The Duck Song,Bryant Oden,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,15,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/202. Bryant Oden - The Duck Song (Neuro.v3).mp3,6d143c65ed6fb2ac,v3;neuro;zvv_quarantine;,,,3
975,"In Hell We Live, Lament (Let's Lament)","Mili, KIHOW",Lets Lament,"Mili, KIHOW",Neuro & Evil,2024-11-27,Neuro 2024-11-27 Karaoke,16,,"songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/203. Mili, KIHOW - In Hell We Live, Lament (Let's Lament) (Duet.v1) (Neuro & Evil).mp3",93a983e2a6db401b,v3;neuro;duet;,,,1
976,Linger,The Cranberries,Linger,The Cranberries,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,17,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/204. The Cranberries - Linger (Neuro.v3).mp3,5fbc398da1b31d27,v3;neuro;,,,3
977,What Could Have Been,Sting,What Could Have Been,Sting,Neuro,2024-11-27,Neuro 2024-11-27 Karaoke,18,,songs/unofficialV3/DISC 5 - Non-Stop Innovation (2024-07-10 - 2024-11-17)/205. Sting - What Could Have Been (Neuro.v3).mp3,baf913c65d375bb8,v3;neuro;,,,3
978,Chinatown Blues,"ODDEEO, KWWT",Chinatown Blues,"ODDEEO, KWWT",Neuro & Vedal,2024-11-27,Neuro 2024-11-27 Karaoke,19,Chinatown,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/001. ODDEEO, KWWT - Chinatown Blues (Duet.v1) (Neuro & Vedal).mp3",cbac64cee7055839,v3;neuro;collab;,,,1
979,LIFE,Neuro,LIFE,Neuro,Neuro,2024-12-19,Originals,1,LIFE,songs/officially released songs/LIFE/01-01 LIFE.mp3,1c29316ad98f1ef3,v3;neuro;duplicate;,,,
980,Anniversary Mashup (2024),Mixed by QueenPb,Anniversary Mashup (2024),Mixed by QueenPb,Neuro & Evil,2024-12-19,Subathon 2024,1,Subathon Y2,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/002. Mixed by QueenPb - Anniversary Mashup (2024) (Duet.v1) (Neuro & Evil).mp3,8140720ae6e5a887,v3;neuro;duet;mashup;,,,1
981,LIFE,Neuro,LIFE,Neuro,Neuro,2024-12-19,Subathon 2024,2,LIFE,songs/officially released songs/LIFE/01-01 LIFE.mp3,1c29316ad98f1ef3,v3;neuro;originals;,,,1
982,Fallen Kingdom,"TryHardNinja, CaptainSparklez",Fallen Kingdom,"TryHardNinja, CaptainSparklez",Neuro,2024-12-19,Subathon 2024,3,Minecraft,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/003. TryHardNinja, CaptainSparklez - Fallen Kingdom (Neuro.v3).mp3",f8124e77ae8147f0,v3;neuro;,,,3
983,Snow halation,μ's,Snow halation,muse,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,1,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/004. μ's - Snow halation (Duet.v1) (Neuro & Evil).mp3,7be5ab8a27762fe0,v3;duet;christmas;,,,1
984,Christmas Again,Drakeford,Christmas Again,Drakeford,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,2,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/005. Drakeford - Christmas Again (Duet.v1) (Neuro & Evil).mp3,7d4899c2d02d0850,v3;duet;christmas;,,,1
985,Christmas Truce,Sabaton,Christmas Truce,Sabaton,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,3,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/006. Sabaton - Christmas Truce (Duet.v1) (Neuro & Evil).mp3,f28557343722655e,v3;duet;christmas;,,,1
986,Fairytale of New York (Neuro ver.),The Pogues,Fairytale of New York (Neuro ver.),The Pogues,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,4,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/007. The Pogues - Fairytale of New York (Neuro ver.) (Duet.v2) (Neuro & Evil).mp3,2019e9f5c10d7a31,v3;duet;christmas;,,,2
987,Have Yourself a Merry Little Christmas,Ben Abraham,Have Yourself a Merry Little Christmas,Ben Abraham,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,5,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/008. Ben Abraham - Have Yourself a Merry Little Christmas (Duet.v1) (Neuro & Evil).mp3,c1fb5dc489266280,v3;duet;christmas;,,,1
988,It's the Most Wonderful Time of the Year,Andy Williams,It's the Most Wonderful Time of the Year,Andy Williams,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,6,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/009. Andy Williams - It's the Most Wonderful Time of the Year (Duet.v1) (Neuro & Evil).mp3,8d3bdbd0cdbb228e,v3;duet;christmas;,,,1
989,Merry Christmas Everyone,Shakin' Stevens,Merry Christmas Everyone,Shakin Stevens,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,7,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/010. Shakin' Stevens - Merry Christmas Everyone (Duet.v1) (Neuro & Evil).mp3,967838767e278d5c,v3;duet;christmas;,,,1
990,"Merry Christmas, Happy New Year","Ingrid Michaelson, Zooey Deschanel","Merry Christmas, Happy New Year","Ingrid Michaelson, Zooey Deschanel",Neuro & Evil,2024-12-25,Christmas Karaoke 2024,8,Christmas Duet,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/011. Ingrid Michaelson, Zooey Deschanel - Merry Christmas, Happy New Year (Duet.v1) (Neuro & Evil).mp3",a47bee17ccd729e9,v3;duet;christmas;,,,1
991,Merry Xmas Everybody,Slade,Merry Xmas Everybody,Slade,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,9,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/012. Slade - Merry Xmas Everybody (Duet.v1) (Neuro & Evil).mp3,66787a911dd9e4f6,v3;duet;christmas;,,,1
992,Santa Claus Is Coming To Town,jschlatt,Santa Claus Is Coming To Town,jschlatt,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,10,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/013. jschlatt - Santa Claus Is Coming To Town (Duet.v1) (Neuro & Evil).mp3,7512e08549c58826,v3;duet;christmas;,,,1
993,Sleigh Ride,The Ronettes,Sleigh Ride,The Ronettes,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,11,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/014. The Ronettes - Sleigh Ride (Duet.v1) (Neuro & Evil).mp3,acda1d06a4f2aa6b,v3;duet;christmas;,,,1
994,When Christmas Comes To Town,"Matthew Hall, Meagan Moore",When Christmas Comes To Town,"Matthew Hall, Meagan Moore",Neuro & Evil,2024-12-25,Christmas Karaoke 2024,12,Christmas Duet,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/015. Matthew Hall, Meagan Moore - When Christmas Comes To Town (Duet.v1) (Neuro & Evil).mp3",1365653bce8fef75,v3;duet;christmas;,,,1
995,Winter Wonderland,"Sarah Reeves, Clark Beckham",Winter Wonderland,"Sarah Reeves, Clark Beckham",Neuro & Evil,2024-12-25,Christmas Karaoke 2024,13,Christmas Duet,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/016. Sarah Reeves, Clark Beckham - Winter Wonderland (Duet.v1) (Neuro & Evil).mp3",9409fd1dda779b40,v3;duet;christmas;,,,1
996,All I Want for Christmas Is You,Mariah Carey,All I Want for Christmas Is You,Mariah Carey,Neuro & Evil,2024-12-25,Christmas Karaoke 2024,14,Christmas Duet,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/017. Mariah Carey - All I Want for Christmas Is You (Duet.v1) (Neuro & Evil).mp3,53a8705d536b1ef9,v3;duet;christmas;,,,1
997,All I Want for Christmas is You,Mariah Carey,All I Want for Christmas is You,Mariah Carey,"Neuro, Miniko, Cerber, Toma, Layna, Camila",2024-12-25,Scuffed Minecraft Christmas Concert 2024,1,Scuffed Minecraft Christmas Concert 2024,"songs/custom/Mariah Carey - All I Want for Christmas is You - Neuro, Miniko, Cerber, Toma, Layna, Camila - Scuffed Minecraft Christmas Concert 2024.mp3",b03157cbefc137b9,v3;neuro;christmas;,,,
998,Santa Claus is Coming to Town,jschlatt,Santa Claus is Coming to Town,jschlatt,"Neuro, Miniko, Cerber, Toma, Layna, Camila",2024-12-25,Scuffed Minecraft Christmas Concert 2024,2,Scuffed Minecraft Christmas Concert 2024,"songs/custom/jschlatt - Santa Claus is Coming to Town - Neuro, Miniko, Cerber, Toma, Layna, Camila - Scuffed Minecraft Christmas Concert 2024.mp3",1583abc7b2613d74,v3;neuro;christmas;,,,
999,Blinding Lights,The Weeknd,Blinding Lights,The Weeknd,Neuro,2024-12-30,Unused Covers,8,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/018. The Weeknd - Blinding Lights (Neuro.v3.2).mp3,7f297ef2443fd471,v3;neuro;unused;,,,3.2
1000,Lithium,Evanescence,Lithium,Evanescence,Evil,2025-03-05,Evil 2025-03-05 Karaoke,1,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/019. Evanescence - Lithium (Evil.v1).mp3,65d9727bca5f57c6,v3;evil;,,,1
1001,A Stranger I Remain,"Free Dominguez, Jamie Christopherson",A Stranger I Remain,"Free Dominguez, Jamie Christopherson",Evil,2025-03-05,Evil 2025-03-05 Karaoke,2,,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/020. Free Dominguez, Jamie Christopherson - A Stranger I Remain (Evil.v1).mp3",f8887757c7cdbb56,v3;evil;,,,1
1002,バグ (Bug),Kairiki Bear,Bug,Kairiki Bear,Evil,2025-03-05,Evil 2025-03-05 Karaoke,3,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/021. Kairiki Bear - バグ (Bug) (Evil.v1).mp3,836b878e6892d5ec,v3;evil;,,,1
1003,Don't Look Down,Ellie Minibot,Don't Look Down,Ellie Minibot,Evil,2025-03-05,Evil 2025-03-05 Karaoke,4,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/022. Ellie Minibot - Don't Look Down (Evil.v1).mp3,dcd3ae371e68f777,v3;evil;,,,1
1004,炜WARD ROMANCE,FLAVOR FOLEY,WEIWARD ROMANCE,FLAVOR FOLEY,Evil,2025-03-05,Evil 2025-03-05 Karaoke,5,Weiward,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/023. FLAVOR FOLEY - 炜WARD ROMANCE (Evil.v1).mp3,760107b89758f23b,v3;evil;,,,1
1005,Everybody Wants to Rule the World,Tears for Fears,Everybody Wants to Rule the World,Tears for Fears,Evil,2025-03-05,Evil 2025-03-05 Karaoke,6,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/024. Tears for Fears - Everybody Wants to Rule the World (Evil.v1).mp3,9e389e7941f20721,v3;evil;,,,1
1006,I Can't Decide,Scissor Sisters,I Can't Decide,Scissor Sisters,Evil,2025-03-05,Evil 2025-03-05 Karaoke,7,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/025. Scissor Sisters - I Can't Decide (Evil.v1).mp3,904ad10f49ef2d77,v3;evil;,,,1
1007,Vice Versa,"NANO, James Landino, Garrett Williamson",Vice Versa,"NANO, James Landino, Garrett Williamson",Evil,2025-03-05,Evil 2025-03-05 Karaoke,8,,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/026. NANO, James Landino, Garrett Williamson - Vice Versa (Evil.v1).mp3",0ac013b902eab0cb,v3;evil;,,,1
1008,What's Up?,4 Non Blondes,What's Up?,4 Non Blondes,Evil,2025-03-05,Evil 2025-03-05 Karaoke,9,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/027. 4 Non Blondes - What's Up (Evil.v1).mp3,617ffbaba1a4b1d7,v3;evil;,,,1
1009,Shadow Shadow,Azari,Shadow Shadow,Azari,Evil,2025-03-05,Evil 2025-03-05 Karaoke,10,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/028. Azari - Shadow Shadow (Evil.v1).mp3,641c1f39858a1a22,v3;evil;,,,1
1010,The Kids Aren't Alright,The Offspring,The Kids Aren't Alright,The Offspring,Evil,2025-03-05,Evil 2025-03-05 Karaoke,11,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/029. The Offspring - The Kids Aren't Alright (Evil.v1).mp3,239c929e12395582,v3;evil;,,,1
1011,夜に駆ける (Racing Into The Night),YOASOBI,Racing Into The Night,YOASOBI,Evil,2025-03-05,Evil 2025-03-05 Karaoke,12,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/030. YOASOBI - 夜に駆ける (Racing Into The Night) (Evil.v1).mp3,4f22f40caca2fe75,v3;evil;,,,1
1012,Great War,Sabaton,Great War,Sabaton,Evil,2025-03-05,Evil 2025-03-05 Karaoke,13,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/031. Sabaton - Great War (Evil.v2).mp3,8ae5d77050ff819d,v3;evil;,,,2
1013,CRAZY NOISY BIZARRE TOWN,THE DU,CRAZY NOISY BIZARRE TOWN,THE DU,Neuro & Evil,2025-03-05,Evil 2025-03-05 Karaoke,14,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/032. THE DU - CRAZY NOISY BIZARRE TOWN (Duet.v1) (Neuro & Evil).mp3,d9ace9865062e2f1,v3;evil;duet;,,,1
1014,Life Will Change,Lyn Inaizumi,Life Will Change,Lyn Inaizumi,Evil,2025-03-05,Evil 2025-03-05 Karaoke,15,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/033. Lyn Inaizumi - Life Will Change (Evil.v1).mp3,be70484c9768a9fb,v3;evil;,,,1
1015,Honestly,THØRNS,Honestly,THRNS,Evil,2025-03-05,Evil 2025-03-05 Karaoke,16,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/034. THØRNS - Honestly (Evil.v1).mp3,536535d4f74a4020,v3;evil;,,,1
1016,vivid,"Utsu-P, Yuyoyuppe",vivid,"Utsu-P, Yuyoyuppe",Neuro & Evil,2025-03-05,Evil 2025-03-05 Karaoke,17,,"songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/035. Utsu-P, Yuyoyuppe - vivid (Duet.v1) (Neuro & Evil).mp3",438d268bb7bb3473,v3;evil;duet;,,,1
1017,Zombie,The Cranberries,Zombie,The Cranberries,Evil,2025-03-05,Evil 2025-03-05 Karaoke,18,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/036. The Cranberries - Zombie (Evil.v1).mp3,b8d7203850c7e7b4,v3;evil;,,,1
1018,VOICE,KIRA,VOICE,KIRA,Neuro & Evil,2025-03-05,Evil 2025-03-05 Karaoke,19,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/037. KIRA - VOICE (Duet.v1) (Neuro & Evil).mp3,746ade8dfeec96d2,v3;evil;duet;,,,1
1019,Honestly - Encore,THØRNS,Honestly - Encore,THØRNS,Evil,2025-03-05,Evil 2025-03-05 Karaoke,20,,songs/unofficialV3/DISC 6 - Second Anniversary (2024-11-17 - 2025-05-15)/034. THØRNS - Honestly (Evil.v1).mp3,536535d4f74a4020,v3;evil;duplicate;encore;,,,
